,Name of Chess Player,Country of Chess Player,Title of Chess Player,Rating,Description
895,Hagen Poetsch,Germany,GM,2489,
896,Shay Porat,Israel,IM,2489,
897,Felix Blohberger,Austria,GM,2488,
898,Chen Lin,China,GM,2488,
899,Evgeny Zanan,Israel,GM,2488,
900,Borya Ider,France,IM,2488,
901,Steven Zierk,United States,GM,,
902,Ivan Morovic Fernandez,Chile,GM,2488,bio coming soon...
903,Farid Abbasov,Azerbaijan,GM,2487,
904,Zhao Zong-Yuan,Australia,GM,2487,
905,Ahmad Ahmadzada,Azerbaijan,IM,2487,
906,Maximilian Berchtenbreiter,Germany,IM,2487,
907,Denis Kovalev,Ukraine,IM,,
908,Manuel Pena Gomez,Spain,GM,2487,
909,Shyaamnikhil P,India,IM,2487,"In this Indian name, the person should be referred to by the given name, Shyaamnikhil."
910,Fidel Corrales Jimenez,United States,GM,2487,
911,Nikolas Lubbe,Germany,IM,2487,
912,Zhao Xue,China,GM,,"Zhao Xue is a Chinese chess player and the 24th person to earn the grandmaster title in China. She is currently the 11th best female player in China and 17th in the world (as of February 2021).
Zhao won the U-20 World Junior Girls Chess Championship ahead of GM Humpy Koneru in 2002. After..."
913,Zhu Jin'er,China,WGM,2486,"Zhu Jiner is a Chinese woman grandmaster and former girls under-14 world champion. She qualified for the Women's World Chess Championship in 2018, making it to the second round, and the same year won bronze at the Women's China Rapid Chess Championship. From June 2019 to time of publication in February..."
914,Bilel Bellahcene,Algeria,GM,2486,Bilel Bellahcene is an Algerian grandmaster who qualified for the 2021 FIDE World Cup.
915,Cem Kaan Gokerkan,Turkey,IM,2486,
916,Bojan Maksimovic,Bosnia-Herzegovina,IM,2486,
917,Alexander Stripunsky,United States,GM,2486,
918,Sergey Alexandrovich Klimov,Russia,GM,,
919,Mamikon Gharibyan,Armenia,IM,2486,
920,Elier Miranda Mesa,Cuba,GM,2486,
921,Bela Khotenashvili,Georgia,GM,2485,"Bela Khotenashvili is a Georgian grandmaster. She is one of the top-five female chess players in her country and is among the top 25 in the world (as of February 2021).
Khotenashvili won the Women's World U-16 Championship in 2004. In 2009, she won the Maia Chiburdanidze Cup, an international women's..."
922,Pere Garriga Cazorla,Spain,IM,2485,
923,Viatcheslav Ikonnikov,Russia,GM,2485,
924,Valentin Yotov,Bulgaria,GM,,
925,Raja Panjwani,Canada,IM,2485,
926,Oleg Korneev,Spain,GM,2485,
927,Manish Anto Cristiano F,India,IM,2485,"In this Indian name, Anto is his father's name, Cristiano is a patronymic and the person should be referred to by the given name, Manish."
928,Milos Roganovic,Serbia,GM,2485,
929,Ulvi Sadikhov,Azerbaijan,GM,2485,
930,Ihor Samunenkov,Ukraine,IM,2485,
931,Zoltan Ribli,Hungary,GM,2485,
932,Dennis Kaczmarczyk,Germany,IM,2484,
933,Renier Castellanos Rodriguez,Spain,IM,2484,
934,Artem Chernobay,Russia,GM,,
935,Ma Zhonghan,China,IM,2484,
936,Denis Rombaldoni,Italy,IM,2484,
937,Deep Sengupta,India,GM,2484,"In this Indian name, the name Sengupta is a patronymic, and the person should be referred to by the given name, Deep."
938,Maximilian Neef,Germany,IM,2484,
939,Robert Kuczynski,Poland,GM,,
940,Kristof Juhasz,Hungary,IM,2484,
941,Shixu B Wang,China,IM,2484,
942,Axel Delorme,France,GM,2483,
943,Artur Kogan,Israel,GM,2483,
944,Denis Makhnyov,Kazakhstan,GM,2483,
945,Karen Movsziszian,Armenia,GM,2483,
946,Dr Christian Seel,Germany,IM,2483,
947,Henry Soto Hernandez,Cuba,IM,2483,
948,Novak Pezelj,Serbia,IM,2483,
949,Aleksey Grebnev,Russia,IM,2483,
950,Yair Parkhov,Israel,IM,2483,
951,Giga Quparadze,Georgia,GM,2483,
952,Ilja Schneider,Germany,IM,2483,
953,Rafal Antoniewski,Poland,GM,2483,
954,Jean-Marc Degraeve,France,GM,2483,
955,Tomas Kraus,Czech Republic,IM,2483,
956,Slavko Cicak,Sweden,GM,2482,
957,David Gorodetzky,Israel,IM,2482,
958,Shahin Lorparizangeneh,Iran,GM,2482,
959,Bojan Kurajica,Croatia,GM,2482,
960,Gamil Agamaliev,Turkey,GM,2482,
961,Nikolaj Mikkelsen,Denmark,IM,2482,
962,Yu Shaoteng,China,GM,,
963,Eldar Gasanov,Ukraine,GM,,
964,Nikola Nestorovic,Serbia,GM,2481,
965,Jan Subelj,Slovenia,IM,2481,
966,Khazar Babazada,Azerbaijan,IM,2481,
967,Rahul Srivatshav P,India,GM,2481,
968,Yang Kaiqi,Canada,GM,,
969,Saveliy Golubov,Russia,IM,2481,
970,Justin Wang,United States,IM,2481,
971,Daniel Howard Fernandez,England,GM,2481,
972,Shardul Annasaheb Gagare,India,GM,2480,
973,Luis Galego,Portugal,GM,2480,
974,Johannes Haug,Norway,IM,2480,
975,Johann Hjartarson,Iceland,GM,2480,
976,Kevin Spraggett,Canada,GM,2480,
977,Alexander Shabalov,United States,GM,2480,"Alexander Shabalov is a Latvian-American grandmaster, four-time U.S. Champion, and the 2022 U.S. Senior Champion. Shabalov has represented the United States since 1991 and reached a peak FIDE rating of 2645 in July 1998, ranking 29th in the world. He won his national championships in 1993, 2000, 2003,..."
978,Yuriy Baikovsky,Ukraine,IM,2480,
979,Momchil Nikolov,Bulgaria,GM,2480,Momchil Nikolov is a Bulgarian grandmaster who qualified for the 2021 FIDE World Cup.
980,Alberto Andres Gonzalez,Spain,IM,,
981,Sergio E Barrientos,Colombia,GM,2479,"Sergio Barrientos is a Colombian chess grandmaster who qualified for the 2021 FIDE World Cup.

  
Your browser does not support the audio element."
982,Dejan Bojkov,Bulgaria,GM,2479,
983,Quinten Ducarmon,Netherlands,IM,,
984,Nazar Firman,Ukraine,GM,2479,
985,Jiri Kociscak,Czech Republic,IM,2479,
986,Adlane Arab,Algeria,IM,2479,
987,Alexander Moskalenko,Russia,GM,2479,
988,Kevin Joel Cori Quispe,Peru,GM,2479,
989,Tiberiu-Marian Georgescu,Romania,GM,2479,
990,Damian Lemos,Argentina,GM,,
991,Jan Votava,Czech Republic,GM,2479,
992,Laurent Guidarelli,France,GM,2478,
993,Yevgeny A Levin,Russia,GM,2478,
994,Krasimir Rusev,Bulgaria,GM,2478,
995,Miguoel Admiraal,Netherlands,IM,2478,
996,Klaus Bischoff,Germany,GM,2478,
997,Danny Raznikov,Israel,GM,2478,
998,Michael Bezold,Germany,GM,2478,
999,Ehsan Ghaem Maghami,Iran,GM,2478,Ehsan Ghaem Maghami is an Iranian chess grandmaster who qualified for the 2021 FIDE World Cup.
1000,Pavel Kotsur,Kazakhstan,GM,2478,
1001,Pablo Ismael Acosta,Argentina,IM,2477,
1002,William Hernandez Gonzalez,Cuba,IM,2477,
1003,Jakub Kosakowski,Poland,IM,2477,
1004,Maciej Klekowski,Poland,GM,2477,
1005,Alexander Zabotin,Russia,IM,,
1006,Abdimalik Abdisalimov,Uzbekistan,IM,2477,
1007,Vladislav Bakhmatsky,Ukraine,IM,2477,
1008,Camilo Ernesto Gomez Garrido,Cuba,GM,2477,
1009,Vladislav Nevednichy,Romania,GM,2477,
1010,Vasily Papin,Russia,GM,,
1011,Robert Rabiega,Germany,GM,2477,
1012,Wang Chen,China,IM,2477,
1013,Zurab Javakhadze,Georgia,IM,2477,
1014,Valentina Gunina,Russia,GM,2476,"Valentina Gunina is a Russian chess grandmaster and three-time Russian Women’s Chess Champion. A 1.d4 player as White and a 1...c6 Caro-Kann/Slav player as Black, she has also won the European Women’s Individual Championship three times.

Youth And Junior Career (1989-2009)
Becoming GM (2009-13)
As..."
1015,Greg Shahade,United States,IM,,"Gregory Shahade, better known as Greg Shahade, is an American international master. He was the founder and commissioner of the U.S. Chess League, which later moved to Chess.com and became the PRO Chess League. He is also the founder and president of the non-profit U.S. Chess School. He reached his peak..."
1016,Mihnea Costachi,Romania,IM,2476,
1017,Evgenios Ioannidis,Greece,IM,2476,
1018,Kristian Stuvik Holm,Norway,IM,2476,
1019,Josep Manuel Lopez Martinez,Spain,GM,2476,
1020,Moulthun Ly,Australia,GM,2476,
1021,Lars Schandorff,Denmark,GM,2476,
1022,Xu Jun,China,GM,2476,
1023,Jonathan Westerberg,Sweden,GM,2476,
1024,Ramil Faizrakhmanov,Russia,IM,2475,
1025,Diego Rafael Di Berardino,Brazil,IM,2475,
1026,Krzysztof Jakubowski,Poland,GM,2475,
1027,Arshak Petrosian,Armenia,GM,,
1028,Mihajlo Stojanovic,Serbia,GM,2475,
1029,Martin Bitelmajer,Argentina,IM,,
1030,Alexei Fedorov,Belarus,GM,2475,
1031,Emil Mirzoev,Ukraine,GM,2475,
1032,Gad Rechlis,Israel,GM,2475,
1033,Israel Caspi,Israel,GM,2475,
1034,Frode Elsness,Norway,IM,2475,
1035,Robert Cvek,Czech Republic,GM,2474,
1036,John Paul Gomez,Philippines,GM,2474,
1037,Michal Matuszewski,Poland,GM,,
1038,Georgy Arsumanjan,Armenia,GM,2474,
1039,Sumiya Bilguun,Mongolia,GM,2474,
1040,Denis Yevseev,Russia,GM,,
1041,Cyril Ponizil,Czech Republic,IM,2474,
1042,Roman Bar,Israel,IM,2473,
1043,Brandon G I Clarke,England,IM,2473,
1044,Adrien Demuth,France,GM,2473,
1045,Ortik Nigmatov,Uzbekistan,IM,2473,
1046,Sergey Pavlov,Ukraine,IM,,
1047,Ilya Khmelniker,Israel,GM,2473,
1048,Masoud Mosadeghpour,Iran,GM,2473,
1049,Stefan Bromberger,Germany,GM,2473,
1050,Ioannis Georgiadis,Greece,IM,2473,
1051,Yanbin Wang,China,,,
1052,Gunay Mammadzada,Azerbaijan,IM,2472,"Gunay Mammadzada is an Azerbaijani international master and two-time national champion. She won the Azerbaijani Chess Championship in 2017 and 2019 following an impressive youth career. After winning the Girls U10 Youth World Championship in 2009, she won the 2013 Girls U14 European Youth Chess Championship.
In..."
1053,Dimitris Alexakis,Greece,IM,2472,
1054,Carles Diaz Camallonga,Spain,IM,2472,
1055,Holden Hernandez Carmenate,United States,GM,2472,
1056,Kazybek Nogerbek,Kazakhstan,IM,2472,
1057,Maksat Atabayev,Turkmenistan,GM,2472,
1058,Boris Chatalbashev,Denmark,GM,2472,
1059,Raja Rithvik R,India,GM,2472,
1060,Michael Richter,Germany,GM,2472,
1061,Mariano Ortega Amarelle,Cape Verde,IM,2472,
1062,Nima Javanbakht,Iran,IM,,
1063,Sergey Volkov,Russia,GM,2472,
1064,Evgeny E Vorobiov,Russia,GM,2472,
1065,Timur Fakhrutdinov,Russia,FM,2471,
1066,Burak Firat,Turkey,GM,2471,
1067,Read Samadov,Azerbaijan,FM,2471,
1068,Andrey Zontakh,Ukraine,GM,,
1069,Pavel Simacek,Czech Republic,GM,2471,
1070,Jayaram Ashwin,India,GM,2471,"In this Indian name, the name Jayaram is his father's name and the person should be referred to by the given name, Ashwin."
1071,Ilan Manor,Israel,GM,2471,
1072,Yago De Moura Santiago,Brazil,GM,2471,
1073,Ameet K Ghasi,England,IM,2471,
1074,Kirk Ghazarian,United States,IM,2471,
1075,Marcus R Harvey,England,IM,2471,
1076,Dragisa Blagojevic,Montenegro,GM,2470,
1077,Daniel Hausrath,Germany,GM,2470,
1078,Florian Kaczur,Hungary,IM,2470,
1079,Thies Heinemann,Germany,GM,2470,
1080,Raven M Sturt,United States,GM,2470,Bio will be updated soon.
1081,Paul Velten,France,GM,2470,
1082,George-Catalin Ardelean,Romania,IM,2470,
1083,Geir Sune Tallaksen Ostmoe,Norway,IM,2470,
1084,Mario Villanueva,Argentina,IM,2470,
1085,Baris Esen,Turkey,GM,2470,
1086,Alexander R Katz,United States,IM,2470,
1087,Lubomir Ftacnik,Slovakia,GM,2469,
1088,Werner Hug,Switzerland,IM,,
1089,Artur Gabrielian,Russia,GM,2469,
1090,Mihail Saltaev,Uzbekistan,GM,2469,
1091,Ram Soffer,Israel,GM,2469,
1092,Matthew J Wadsworth,England,IM,2469,
1093,Hugo Spangenberg,Argentina,GM,,
1094,Alexander Markgraf,Germany,IM,2469,
1095,Patrick Zelbel,Germany,IM,2469,
1096,Brian Sebasti Escalante Ramirez,Peru,IM,2469,
1097,Alexis Cabrera,Spain,GM,2469,
1098,Tim Janzelj,Slovenia,IM,2469,
1099,Nderim Saraci,Kosovo,IM,2469,
1100,Mikhail Bryakin,Russia,GM,2468,
1101,Radoslaw Gajek,Austria,IM,2468,
1102,Andrey Gorovets,Belarus,GM,2468,
1103,Gerald Hertneck,Germany,GM,2468,
1104,Dr Jan Michael Sprenger,Germany,GM,2468,
1105,Akshat Chandra,United States,GM,2468,
1106,Sayantan Das,India,IM,2468,"In this Indian name, the name Das is a patronymic, and the person should be referred to by the given name, Sayantan."
1107,Orest Gritsak,Ukraine,GM,,
1108,Kassa Korley,Denmark,IM,2468,
1109,Semen I Dvoirys,Russia,GM,2468,
1110,Vasilios Kotronias,Greece,GM,2468,
1111,Julian Kramer,Germany,IM,2468,
1112,Lajos Portisch,Hungary,GM,,"GM Lajos Portisch is perhaps the greatest Hungarian chess player in history. He reached number-two in the world at his peak in January 1981 (tied with GM Viktor Korchnoi, behind only world champion GM Anatoly Karpov), comparing favorably with GM Judit Polgar (number-eight at peak) and GM Richard Rapport..."
1113,Rogelio Barcenilla,Philippines,GM,2467,
1114,Pierre Petitcunot,France,IM,2467,
1115,Gleb Dudin,FIDE,IM,2467,Bio coming soon...
1116,Benjamin Arvola Notkevich,Norway,GM,2467,
1117,Jan Vykouk,Czech Republic,IM,2467,
1118,John M Emms,England,GM,2467,
1119,Richard Forster,Switzerland,IM,2467,
1120,Mikhail Krylov,Russia,GM,2467,
1121,Jakob Balcerak,Germany,IM,2466,
1122,Tsegmed Batchuluun,Mongolia,GM,2466,
1123,Hovik Hayrapetyan,Armenia,GM,2466,
1124,Jonny Hector,Sweden,GM,2466,
1125,Hing Ting Lai,Netherlands,IM,2466,
1126,Vignir Vatnar Stefansson,Iceland,IM,2466,
1127,Andre Ventura Sousa,Portugal,IM,2466,
1128,Loic Travadon,France,IM,2466,
1129,Vlatko Kovacevic,Croatia,GM,,
1130,Andrei Kovalev,Belarus,GM,2466,
1131,Krystian Kuzmicz,Poland,IM,2466,
1132,Tagir Salemgareev,Russia,IM,2466,
1133,Roman Yanchenko,Russia,FM,2466,
1134,Bojan P Jovanovic,Serbia,FM,,
1135,Ernesto J Fernandez Guillen,Cuba,IM,2466,
1136,Simon Williams,England,GM,2465,"Simon Williams is an English grandmaster, author, streamer, content creator, businessman, and world-class commentator. Williams is also affectionately known as the ""Ginger GM"" in the chess world.
An aggressive player, Williams reached his peak rating of 2550 in 2009 and is among the top 20 players in..."
1137,Daan Brandenburg,Netherlands,GM,2465,
1138,Stanislav Blednov,Ukraine,IM,,
1139,Kanan Izzat,Azerbaijan,IM,,
1140,Jakub Czakon,Poland,IM,,
1141,Alexander A Evdokimov,Russia,GM,,
1142,Mersad Khodashenas,Iran,IM,2465,
1143,Oliver Kurmann,Switzerland,IM,2465,
1144,Henrik Teske,Germany,GM,2465,
1145,Raja Harshit,India,GM,2465,"In this Indian name, the name Raja is a patronymic, and the person should be referred to by the given name, Harshit."
1146,Trajko Nedev,North Macedonia,GM,2465,
1147,Alexey Kim,South Korea,GM,2465,
1148,Pawel Jaracz,Poland,GM,2465,
1149,Joshua Waitzkin,United States,IM,,"Joshua Waitzkin is an American international master, martial arts competitor, and writer. Waitzkin's stellar success as a chess player during his early years was the subject of the book and movie ""Searching for Bobby Fischer.""

Chess Career
Book, Movie, Game Franchise, And Beyond


Chess Career
Josh..."
1150,Nikita Maiorov,Belarus,GM,2464,
1151,Elisabeth Paehtz,Germany,GM,2464,"Elisabeth Paehtz is a grandmaster, a former girl's youth world champion, and currently the top-rated female player in Germany (as of December 2022). Paehtz's first notable achievement came in 1994 when she won the U-11 German championship. She won the Women's German Championship in the adult section..."
1152,Milton Pantzar,Sweden,IM,2464,
1153,Robert Ris,Netherlands,IM,2464,
1154,Attila Vertetics,Hungary,IM,2464,
1155,Milos Jirovsky,Czech Republic,GM,2464,
1156,Pavel Potapov,Russia,GM,2464,
1157,Salvador Alonso,Argentina,GM,2464,
1158,Mate Bagi,Hungary,IM,2464,
1159,Valentin Baidetskyi,Ukraine,IM,2464,
1160,Pablo Ricardi,Argentina,GM,2464,
1161,Arash Daghli,Iran,IM,2463,
1162,Michael Feygin,Germany,GM,2463,
1163,Goh Wei Ming,Singapore,GM,2463,Wei Ming Kevin Goh is a chess grandmaster from Singapore who qualified for the 2021 FIDE World Cup.
1164,Tor Fredrik Kaasen,Norway,IM,2463,
1165,Friso Nijboer,Netherlands,GM,2463,
1166,Gombosuren Munkhgal,Mongolia,GM,2463,
1167,Dan Zoler,Israel,GM,2463,
1168,Deivy Vera Siguenas,Peru,GM,2463,
1169,Alon Greenfeld,Israel,GM,2463,
1170,Pedro Alejandro Jimenez Fraga,Cuba,IM,2463,
1171,V S Rathanvel,India,IM,2463,"In this Indian name, the person should be referred to by the given name, Rathanvel."
1172,Aljoscha Feuerstack,Germany,IM,2462,
1173,Michele Godena,Italy,GM,2462,
1174,Adam Horvath,Hungary,GM,2462,
1175,Alparslan Isik,Turkey,IM,2462,
1176,Vladimir Petkov,Bulgaria,GM,2462,
1177,Felix Graf,Germany,IM,,
1178,Sergey Ivanov,Russia,GM,,
1179,Nguyen Anh Dung,Vietnam,GM,2462,
1180,Artashes Minasian,Armenia,GM,2462,
1181,George-Gabriel Grigore,Romania,GM,2461,
1182,Nikola Sedlak,Serbia,GM,2461,
1183,Jan Klimkowski,Poland,FM,2461,
1184,Thomas Roussel-Roozmon,Canada,GM,2461,
1185,Xavier Vila Gazquez,Spain,GM,2461,
1186,Sergei Yudin,Russia,GM,2461,
1187,Dov Zifroni,Israel,GM,2461,
1188,Mikhail Golubev,Ukraine,GM,,
1189,Roven Vogel,Germany,IM,2461,IM Roven Vogel is a German international master who won Tata Steel Qualifiers in 2020 to earn a spot in the 2022 Tata Steel Challengers tournament (after none was held in 2021). Vogel was also the under-16 world youth champion in 2015.
1190,Uwe Boensch,Germany,GM,2461,
1191,Andrei Belozerov,Russia,GM,2460,
1192,Marcos Camacho Collados,Spain,IM,2460,
1193,Jose Rafael Gascon Del Nogal,Venezuela,GM,2460,
1194,Radek Kalod,Czech Republic,GM,2460,
1195,Benoit Lepelletier,France,IM,2460,
1196,Jakob Leon Pajeken,Germany,IM,2460,
1197,Arkadi Rotstein,Germany,GM,2460,
1198,Andrei Sokolov,France,GM,2460,
1199,Nico Zwirs,Netherlands,IM,2460,
1200,Arystanbek Urazayev,Kazakhstan,IM,2460,
1201,Bernal Gonzalez Acosta,Costa Rica,GM,,
1202,Filip Haring,Slovakia,IM,2460,
1203,Urtnasan Nasanjargal,Mongolia,GM,,
1204,Magesh Chandran Panchanathan,India,GM,2460,"In this Indian name, Panchanathan Chandran is his father's name and the person should be referred to by the given name, Magesh."
1205,Yahli Sokolovsky,Israel,IM,2460,
1206,Oleksandr Sulypa,Ukraine,GM,2459,
1207,Matthias Dann,Germany,IM,2459,
1208,Lukasz Licznerski,Poland,IM,2459,
1209,Boris Markoja,Slovenia,IM,2459,
1210,Mihajlo Radovanovic,Serbia,IM,2459,
1211,Eloi Relange,France,GM,2459,
1212,Vladimir Romanenko,Belarus,GM,,
1213,Joshua Daniel Ruiz Castillo,Colombia,GM,2459,
1214,Tornike Sanikidse,Georgia,GM,2459,
